[アラーム用辞書]
213,M165,冷却塔ﾌｧﾝ運転,ON,OFF,6,DEV1.M165,1,-1,-1
214,M167,貫流ﾎﾞｲﾗｰ運転,ON,OFF,6,DEV1.M167,1,-1,-1
215,M169,蒸気圧ON確認,ON,OFF,6,DEV1.M169,1,-1,-1
216,M170,ﾕｰﾃｨﾘﾃｨｰ運転完了,ON,OFF,6,DEV1.M170,1,-1,-1
217,M180,冷却塔ﾌｧﾝ停止,ON,OFF,6,DEV1.M180,1,-1,-1
218,M182,貫流ﾎﾞｲﾗｰ停止,ON,OFF,6,DEV1.M182,1,-1,-1
219,M185,ﾕｰﾃｨﾘﾃｨｰ運転停止完了,ON,OFF,6,DEV1.M185,1,-1,-1
220,M200,熱源運転開始指令,ON,OFF,6,DEV1.M200,1,-1,-1
221,M202,熱源運転遠方停止,ON,OFF,6,DEV1.M202,1,-1,-1
222,M204,熱源運転手元停止,ON,OFF,6,DEV1.M204,1,-1,-1
223,M205,熱源運転開始受付,ON,OFF,6,DEV1.M205,1,-1,-1
224,M206,熱源運転起動,ON,OFF,6,DEV1.M206,1,-1,-1
225,M208,熱源運転停止受付,ON,OFF,6,DEV1.M208,1,-1,-1
226,M209,熱源運転停止動作開始,ON,OFF,6,DEV1.M209,1,-1,-1
227,M211,熱源運転終了,ON,OFF,6,DEV1.M211,1,-1,-1
228,M220,均圧弁開指令,ON,OFF,6,DEV1.M220,1,-1,-1
229,M222,冷凍機高段ｱﾝﾛ-ﾄﾞ弁開,ON,OFF,6,DEV1.M222,1,-1,-1
230,M224,冷凍機高段ｱﾝﾛ-ﾄﾞ弁閉,ON,OFF,6,DEV1.M224,1,-1,-1
231,M230,高段圧縮機1起動,ON,OFF,6,DEV1.M230,1,-1,-1
232,M232,高段ｲﾝｼﾞｪｸｼｮﾝ1開,ON,OFF,6,DEV1.M232,1,-1,-1
233,M235,高段ｲﾝｼﾞｪｸｼｮﾝ2開,ON,OFF,6,DEV1.M235,1,-1,-1
234,M240,熱源動作開始,ON,OFF,6,DEV1.M240,1,-1,-1
235,M241,低段運転確認,ON,OFF,6,DEV1.M241,1,-1,-1
236,M245,冷凍機1ｱﾝﾛｰﾄﾞORｵﾝﾛｰﾄﾞ指令,ON,OFF,6,DEV1.M245,1,-1,-1
237,M247,冷凍機2ｱﾝﾛｰﾄﾞORｵﾝﾛｰﾄﾞ指令,ON,OFF,6,DEV1.M247,1,-1,-1
238,M242,冷媒ﾎﾟﾝﾌﾟ運転確認,ON,OFF,6,DEV1.M242,1,-1,-1
239,M250,給液弁1開指令,ON,OFF,6,DEV1.M250,1,-1,-1
240,M252,冷凍機1給液弁2開指令,ON,OFF,6,DEV1.M252,1,-1,-1
241,M254,冷凍機2給液弁2開指令,ON,OFF,6,DEV1.M254,1,-1,-1
242,M260,冷凍機1低段ｼｰﾙ弁開,ON,OFF,6,DEV1.M260,1,-1,-1
243,M264,冷凍機2低段ｼｰﾙ弁開,ON,OFF,6,DEV1.M264,1,-1,-1
244,M270,冷媒ﾎﾟﾝﾌﾟ運転指令,ON,OFF,6,DEV1.M270,1,-1,-1
245,M272,冷凍機1系冷媒ﾎﾟﾝﾌﾟ差圧ｸﾘｱ,ON,OFF,6,DEV1.M272,1,-1,-1
246,M274,冷凍機1系冷媒ﾎﾟﾝﾌﾟ差圧NG,ON,OFF,6,DEV1.M274,1,-1,-1
247,M276,冷凍機1系冷媒ﾎﾟﾝﾌﾟ差圧異常,ON,OFF,6,DEV1.M276,1,-1,-1
248,M282,冷凍機2系冷媒ﾎﾟﾝﾌﾟ差圧ｸﾘｱ,ON,OFF,6,DEV1.M282,1,-1,-1
249,M284,冷凍機2系冷媒ﾎﾟﾝﾌﾟ差圧NG,ON,OFF,6,DEV1.M284,1,-1,-1
250,M286,冷凍機2系冷媒ﾎﾟﾝﾌﾟ差圧異常,ON,OFF,6,DEV1.M286,1,-1,-1
251,M300,低段冷凍機運転指令,ON,OFF,6,DEV1.M300,1,-1,-1
252,M302,低段冷凍機起動,ON,OFF,6,DEV1.M302,1,-1,-1
253,M306,低段均圧弁開,ON,OFF,6,DEV1.M306,1,-1,-1
254,M310,低段1ｱﾝﾛｰﾄﾞ,ON,OFF,6,DEV1.M310,1,-1,-1
255,M312,低段1ｱﾝﾛｰﾄﾞ弁開,ON,OFF,6,DEV1.M312,1,-1,-1
256,M314,冷凍機1高段ｵﾝﾛｰﾄﾞ開始,ON,OFF,6,DEV1.M314,1,-1,-1
257,M316,冷凍機1高段ｵﾝﾛｰﾄﾞ弁閉,ON,OFF,6,DEV1.M316,1,-1,-1
258,M320,低段2ｱﾝﾛｰﾄﾞ,ON,OFF,6,DEV1.M320,1,-1,-1
259,M322,低段2ｱﾝﾛｰﾄﾞ弁開,ON,OFF,6,DEV1.M322,1,-1,-1
260,M324,冷凍機2高段ｵﾝﾛｰﾄﾞ開始,ON,OFF,6,DEV1.M324,1,-1,-1
261,M326,冷凍機2高段ｵﾝﾛｰﾄﾞ弁閉,ON,OFF,6,DEV1.M326,1,-1,-1
262,M330,低段冷凍機運転指令,ON,OFF,6,DEV1.M330,1,-1,-1
263,M332,冷凍機1低段起動,ON,OFF,6,DEV1.M332,1,-1,-1
264,M334,冷凍機1高段ｲﾝｼﾞｪｸｼｮﾝ弁閉,ON,OFF,6,DEV1.M334,1,-1,-1
265,M336,冷凍機2高段ｲﾝｼﾞｪｸｼｮﾝ弁閉,ON,OFF,6,DEV1.M336,1,-1,-1
266,M350,過冷却弁制御,ON,OFF,6,DEV1.M350,1,-1,-1
267,M380,熱源運転完了,ON,OFF,6,DEV1.M380,1,-1,-1
268,M360,"RSV108,110開",ON,OFF,6,DEV1.M360,1,-1,-1
269,M361,RSV111開,ON,OFF,6,DEV1.M361,1,-1,-1
270,M363,RSV109閉,ON,OFF,6,DEV1.M363,1,-1,-1
271,M365,"RSV208,210開",ON,OFF,6,DEV1.M365,1,-1,-1
272,M366,RSV211開,ON,OFF,6,DEV1.M366,1,-1,-1
273,M367,RSV209閉,ON,OFF,6,DEV1.M367,1,-1,-1
274,M390,着霜検知,ON,OFF,6,DEV1.M390,1,-1,-1
275,M391,除霜ｽｲｯﾁON確認,ON,OFF,6,DEV1.M391,1,-1,-1
276,M392,除霜停止,ON,OFF,6,DEV1.M392,1,-1,-1
277,M393,除霜運転停止指令,ON,OFF,6,DEV1.M393,1,-1,-1
278,M394,除霜運転受付,ON,OFF,6,DEV1.M394,1,-1,-1
279,M395,除霜運転起動,ON,OFF,6,DEV1.M395,1,-1,-1
280,M396,温度運転終了,ON,OFF,6,DEV1.M396,1,-1,-1
281,M397,除霜運転時温度運転有,ON,OFF,6,DEV1.M397,1,-1,-1
282,M398,除霜運転完了記憶,ON,OFF,6,DEV1.M398,1,-1,-1
283,M399,除霜運転完了記憶OFF,ON,OFF,6,DEV1.M399,1,-1,-1
284,M400,温度運転開始指令,ON,OFF,6,DEV1.M400,1,-1,-1
285,M402,温度運転停止（中央）,ON,OFF,6,DEV1.M402,1,-1,-1
286,M404,温度運転中,ON,OFF,6,DEV1.M404,1,-1,-1
287,M405,温度運転受付,ON,OFF,6,DEV1.M405,1,-1,-1
288,M406,温度運転起動,ON,OFF,6,DEV1.M406,1,-1,-1
289,M408,温度停止補助,ON,OFF,6,DEV1.M408,1,-1,-1
290,M409,温度運転確立待ち,ON,OFF,6,DEV1.M409,1,-1,-1
291,M411,温度運転終了,ON,OFF,6,DEV1.M411,1,-1,-1
